Site, Line, Product, Date Time, Adaptive Length, Caliper Length, Color; L, Diameter; Avg, External Measurement Weight 0, Height; Avg, Max Edge Fat Width, Single Caliper Width, Tail Length, Total Fat Percent Area, Total Fat Top Area,% Compliance Weight,% Compliance Thickness
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:43:58 PM,3.46113, , ,2.95152,7.28,1.80189,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:44:06 PM,3.58563, , ,2.9165,6.88,1.65702,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:44:13 PM,4.71033, , ,3.66548,6.84,1.18689,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:44:20 PM,3.07221, , ,2.59677,6.9,2.44971,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:44:27 PM,3.73125, , ,3.28564,7.08,1.59979,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:44:35 PM,4.44149, , ,3.156,6.94,1.37073,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:44:46 PM,2.52348, , ,2.72253,6.84,2.07323,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:44:53 PM,3.15839, , ,2.65767,7.46,2.65345,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:44:59 PM,3.40119, , ,3.03322,7.46,1.95297,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:45:06 PM,3.04964, , ,2.74607,7.06,1.97369,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:45:12 PM,3.99974, , ,3.06821,6.76,1.51329,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:45:19 PM,4.53415, , ,3.2187,6.5,1.22794,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:45:27 PM,3.90686, , ,2.96684,6.62,1.85573,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:45:35 PM,3.38755, , ,3.16877,6.98,1.99489,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:45:42 PM,3.11951, , ,3.1288,7.18,1.59306,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:45:49 PM,2.68913, , ,2.50071,7.08,2.24509,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:45:57 PM,4.30928, , ,3.00841,6.7,1.38899,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:46:04 PM,3.71173, , ,3.132,6.56,1.39813,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:46:11 PM,3.41942, , ,2.90082,7.06,1.69291,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:46:18 PM,3.72762, , ,2.59847,6.54,1.95488,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:46:24 PM,3.36055, , ,2.99303,6.78,1.68253,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:46:33 PM,2.9482, , ,2.679,7.08,1.97813,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:46:41 PM,3.26294, , ,2.7903,6.68,2.18445,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:46:48 PM,3.46256, , ,3.30069,6.76,1.31669,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:46:55 PM,3.46812, , ,3.3997,6.58,1.24333,0.668696, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:47:01 PM,3.20823, , ,2.88867,6.94,1.94355,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:47:58 PM,3.56829, , ,3.18545,6.56,1.34318,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:48:04 PM,2.86387, , ,2.63099,6.66,2.35913,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:48:11 PM,3.80291, , ,3.61594,6.56,1.23561,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:48:17 PM,3.79195, , ,2.82456,6.96,1.94241,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:48:25 PM,3.88308, , ,3.32361,6.76,1.26835,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:48:32 PM,3.82039, , ,3.0378,7.22,1.83885,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:48:40 PM,4.2287, , ,2.9319,6.9,1.70368,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:48:47 PM,3.97813, , ,2.73647,6.88,2.25131,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:48:54 PM,3.74534, , ,2.97498,6.6,1.71751,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:49:01 PM,3.405, , ,2.93427,7.04,1.60939,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:49:08 PM,4.18621, , ,3.31574,6.62,1.30238,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:49:14 PM,3.65812, , ,3.34869,6.66,1.34408,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:49:21 PM,3.42131, , ,2.5053,7.06,2.19704,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:49:28 PM,3.37987, , ,3.11101,7.18,1.65982,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:49:34 PM,3.54361, , ,2.87806,6.74,1.85263,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:49:41 PM,3.36888, , ,2.96752,7.42,2.04127,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:49:49 PM,3.53554, , ,3.10452,6.68,1.40822,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:49:56 PM,4.16044, , ,3.39927,6.7,1.21754,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:50:06 PM,3.34222, , ,3.03097,7.04,1.63678,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:50:12 PM,3.22073, , ,3.24756,7.14,1.44826,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:50:20 PM,3.53421, , ,3.18562,6.92,1.43547,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:50:27 PM,3.71158, , ,3.01626,6.86,1.68222,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:50:33 PM,2.77132, , ,2.79317,7.06,1.97535,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:50:40 PM,2.91471, , ,3.01957,7.14,1.66011,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:50:48 PM,3.09587, , ,2.6581,7.12,2.51152,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:50:54 PM,3.77375, , ,2.74096,7.08,1.9544,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:50:58 PM,4.06013, , ,3.57953,6.8,1.28074,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:51:03 PM,3.26643, , ,3.0036,6.84,1.56741,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:51:09 PM,4.65931, , ,3.42496,7.26,1.33019,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:51:16 PM,3.5923, , ,3.01425,7.26,1.70547,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:51:23 PM,3.48054, , ,2.60404,7.44,2.5784,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:51:30 PM,3.95455, , ,3.01396,6.78,1.60842,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:51:40 PM,0.0543158, , ,3.58356,7.14,1.19661,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:51:48 PM,2.90539, , ,2.41514,6.64,2.28692,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:51:56 PM,4.02055, , ,3.26552,7.3,1.38617,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:52:02 PM,4.22752, , ,3.16305,6.98,1.41403,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:52:09 PM,3.35562, , ,2.68967,6.52,1.92703,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:52:15 PM,3.65939, , ,3.4434,6.92,1.30151,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:52:30 PM,3.14631, , ,2.49309,6.72,2.33252,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:52:37 PM,3.93012, , ,3.24856,6.48,1.28636,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:52:48 PM,3.9837, , ,3.33279,6.76,1.37788,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:52:55 PM,3.38848, , ,3.33008,6.6,1.42687,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:53:16 PM,3.59279, , ,3.461,6.78,1.35954,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:53:21 PM,3.81891, , ,3.34764,6.86,1.58387,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:53:30 PM,4.41931, , ,3.61011,6.88,1.16067,0, , , , , ,
Generic Butcher Company,Generic, 7 oz Tenderloin, 6/11/2024 12:53:36 PM,3.42754, , ,3.2012,6.82,1.80473,0, , , , , ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:00:17 PM,130.043, , , ,3.76,0.89048,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:00:23 PM,140.708, , , ,4,1.05473,0, , , ,0.0569376, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:00:30 PM,128.163, , , ,4.3,0.972138,0, , , ,0.176137, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:00:42 PM,117.421, , , ,3.74,1.03547,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:00:48 PM,134.671, , , ,4,1.13317,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:00:54 PM,151.272, , , ,3.96,0.995188,0, , , ,0.161269, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:01:08 PM,123.788, , , ,3.38,0.936916,0, , , ,0.0144674, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:01:15 PM,149.671, , , ,4.12,1.21041,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:01:22 PM,123.976, , , ,4.04,1.00243,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:01:29 PM,188.619, , , ,4,0.852853,0, , , ,0.114707, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:01:35 PM,122.855, , , ,3.96,1.25659,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:01:42 PM,133.031, , , ,4.32,1.24771,0, , , ,0.0403526, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:01:49 PM,126.668, , , ,4.36,1.06277,0, , , ,0.0320833, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:01:56 PM,144.384, , , ,3.88,1.0634,0, , , ,0.0211429, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:02:02 PM,112.132, , , ,4.44,1.11188,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:02:10 PM,132.401, , , ,4.1,1.25598,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:02:16 PM,127.699, , , ,4.22,0.942516,0, , , ,0.102432, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:02:23 PM,130.221, , , ,4.24,1.09208,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:02:29 PM,117.948, , , ,3.94,1.54697,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:02:36 PM,120.587, , , ,4.06,1.1049,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:02:42 PM,147.89, , , ,4.04,1.01789,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:02:49 PM,100.988, , , ,3.82,0.979014,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:02:55 PM,129.003, , , ,3.76,1.06885,0, , , ,0.121121, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:03:02 PM,144.644, , , ,4.02,1.12411,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:03:10 PM,105.075, , , ,4.06,1.13697,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:03:17 PM,127.44, , , ,4.12,1.21584,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:03:23 PM,129.741, , , ,4.34,1.14703,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:03:30 PM,126.323, , , ,4.22,1.10877,0, , , ,0.0175516, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:03:45 PM,134.89, , , ,3.92,0.97588,0, , , ,0.240247, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:03:52 PM,124.297, , , ,3.62,0.970764,0, , , ,0.0167604, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:03:59 PM,128.089, , , ,4.06,1.07582,0, , , ,0.0241796, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:04:06 PM,134.768, , , ,3.98,0.894931,0, , , ,0.140036, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:04:15 PM,152.465, , , ,4.2,0.975344,0, , , ,0.105486, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:04:21 PM,122.383, , , ,3.88,0.943052,0.441096, , , ,0.649779, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:04:29 PM,151.101, , , ,3.84,1.16163,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:04:37 PM,108.789, , , ,3.88,0.953961,0, , , ,0.0240877, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:04:44 PM,127.21, , , ,4.16,1.01463,0.645619, , , ,0.30787, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:04:50 PM,103.481, , , ,4.16,1.14815,0, , , ,0.0511558, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:04:57 PM,142.028, , , ,3.98,0.948555,0, , , ,0.0920502, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:05:04 PM,131.881, , , ,4.02,0.846716,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:05:11 PM,128.946, , , ,4.14,1.10011,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:05:16 PM,140.784, , , ,4.08,0.842571,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:05:23 PM,0, , , ,4.02,1.08227,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:05:30 PM,118.22, , , ,4.24,1.1399,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:05:36 PM,140.259, , , ,4,0.973605,0, , , ,0.134877, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:05:42 PM,125.078, , , ,4.18,1.19084,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:05:49 PM,117.106, , , ,3.84,1.08057,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:05:56 PM,125.458, , , ,4.22,1.02936,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:06:02 PM,126.144, , , ,3.96,1.00532,0.552073, , , ,0.482848, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:06:09 PM,130.167, , , ,4.12,0.971153,0, , , ,0.0146109, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:06:22 PM,126.803, , , ,3.88,1.17598,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:06:30 PM,94.0167, , , ,4.02,1.00637,0, , , ,0.0185555, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:06:37 PM,127.421, , , ,3.76,1.0161,0.304225, , , ,0.373987, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:06:43 PM,112.437, , , ,4.28,1.0974,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:06:50 PM,137.689, , , ,4.18,1.17917,0, , , ,0.0546806, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:06:56 PM,118.692, , , ,4,0.991018,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:07:03 PM,122.28, , , ,3.76,0.952349,0, , , ,0.0316466, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:07:11 PM,138.882, , , ,3.96,0.836497,0, , , ,0.033207, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:07:19 PM,121.194, , , ,3.86,0.880858,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:07:26 PM,137.479, , , ,4.26,1.01388,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:07:32 PM,139.999, , , ,4.34,1.28349,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:07:38 PM,132.018, , , ,3.92,1.00254,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:07:45 PM,133.184, , , ,3.8,0.969597,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:07:51 PM,134.663, , , ,4.04,0.943425,0, , , ,0.0607491, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:08:22 PM,156.407, , , ,4.2,0.907241,0, , , ,0.0224796, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:08:29 PM,135.765, , , ,4.08,1.08347,0, , , ,0.0524469, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:08:36 PM,115.999, , , ,3.76,1.09676,0, , , ,0.0362559, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:08:47 PM,116.545, , , ,3.74,0.997487,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:08:54 PM,123.875, , , ,3.98,0.934618,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:09:01 PM,185.209, , , ,4.24,1.19322,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:09:07 PM,139.913, , , ,4.02,0.775419,0.412931, , , ,0.274626, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:09:14 PM,123.646, , , ,4.28,0.976338,0, , , ,0.0627484, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:09:20 PM,104.459, , , ,3.94,1.14211,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:09:27 PM,145.001, , , ,4.3,1.04365,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:09:34 PM,100.781, , , ,3.88,1.2243,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:09:41 PM,129.471, , , ,3.54,0.976608,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:09:48 PM,121.941, , , ,4.16,0.996921,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:10:01 PM,152.402, , , ,3.92,0.891816,0.621497, , , ,0.138058, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:10:07 PM,126.01, , , ,3.52,0.865222,0, , , ,0.135497, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:10:14 PM,118.208, , , ,3.54,1.31636,0, , , ,0.043637, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:10:20 PM,136.67, , , ,4.12,0.837013,0, , , ,0.0330018, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:11:02 PM,163.852, , , ,3.88,0.950351,0, , , ,0.034444, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:11:08 PM,117.744, , , ,4.12,1.18698,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:11:18 PM,137.755, , , ,4.22,1.07389,0, , , ,0.0746791, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:11:24 PM,137.383, , , ,3.74,0.936993,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:11:31 PM,147.487, , , ,3.92,0.922928,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:11:38 PM,148.276, , , ,3.66,0.962971,0, , , ,0.0588289, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:11:45 PM,127.477, , , ,3.72,1.03907,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:11:51 PM,131.289, , , ,3.84,1.18325,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:11:58 PM,160.846, , , ,4.44,1.00796,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:12:11 PM,147.421, , , ,3.96,1.01255,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:12:18 PM,147.318, , , ,4.24,0.961867,0, , , ,0.0986716, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:12:24 PM,137.542, , , ,3.8,0.992818,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:12:32 PM,161.764, , , ,3.94,0.923763,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:12:39 PM,115.251, , , ,3.74,1.22768,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:12:45 PM,95.197, , , ,3.66,1.19798,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:12:52 PM,106.467, , , ,3.52,1.09937,0, , , ,0.0172483, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:12:58 PM,128.577, , , ,4.06,1.06514,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:13:06 PM,126.62, , , ,3.96,1.0113,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:13:12 PM,0, , , ,3.78,0.93135,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:13:26 PM,121.632, , , ,4.02,0.822473,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:13:33 PM,98.3352, , , ,3.78,1.11185,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:13:40 PM,134.773, , , ,3.68,1.06357,0, , , ,0.0510143, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:13:46 PM,121.798, , , ,3.96,0.936364,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:13:54 PM,114.809, , , ,3.8,1.10946,0, , , ,0.0292854, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:14:03 PM,136.525, , , ,3.68,0.949622,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:14:10 PM,137.53, , , ,3.58,0.926975,0, , , ,0.0264165, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:14:17 PM,137.032, , , ,3.7,0.999842,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:14:23 PM,143.995, , , ,4.02,0.899275,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:14:30 PM,164.608, , , ,3.8,1.04013,0, , , ,0.137405, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:14:37 PM,0, , , ,4.1,1.08131,0, , , ,0, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:14:43 PM,140.354, , , ,3.58,1.0162,0, , , ,0.0305482, ,
Generic Butcher Company,Generic, 4 oz Tenderloin Tail, 6/11/2024 1:14:52 PM,127.11, , , ,3.58,1.02236,0, , , ,0.0773619, ,
